locus_tag	ftype	length_bp	gene	EC_number	COG	product
CELBCDNJ_00001	CDS	1416	dnaA		COG0593	Chromosomal replication initiator protein DnaA
CELBCDNJ_00002	CDS	177				hypothetical protein
CELBCDNJ_00003	CDS	1104	dnaN		COG0592	Beta sliding clamp
CELBCDNJ_00004	CDS	1077	recF		COG1195	DNA replication and repair protein RecF
CELBCDNJ_00005	CDS	471				hypothetical protein
CELBCDNJ_00006	CDS	156	rpmH		COG0230	50S ribosomal protein L34
CELBCDNJ_00007	CDS	1758	yidC		COG0706	Membrane protein insertase YidC
CELBCDNJ_00008	CDS	684				hypothetical protein
CELBCDNJ_00009	CDS	1167	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
CELBCDNJ_00010	CDS	933				hypothetical protein
CELBCDNJ_00011	CDS	1062				hypothetical protein
CELBCDNJ_00012	CDS	474				hypothetical protein
CELBCDNJ_00013	CDS	318	nqrF_1	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
CELBCDNJ_00014	CDS	1011	rbsR_1		COG1609	Ribose operon repressor
CELBCDNJ_00015	CDS	1143	dhaT_1	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
CELBCDNJ_00016	CDS	408	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
CELBCDNJ_00017	CDS	522	nfrA1_1	1.5.1.38	COG0778	FMN reductase (NADPH)
CELBCDNJ_00018	CDS	966				hypothetical protein
CELBCDNJ_00019	CDS	1230	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
CELBCDNJ_00020	CDS	573				hypothetical protein
CELBCDNJ_00021	CDS	1608				hypothetical protein
CELBCDNJ_00022	CDS	501				hypothetical protein
CELBCDNJ_00023	CDS	864	hexR_1		COG1737	HTH-type transcriptional regulator HexR
CELBCDNJ_00024	CDS	990	dppB_1		COG0601	Dipeptide transport system permease protein DppB
CELBCDNJ_00025	CDS	885	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
CELBCDNJ_00026	CDS	978	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
CELBCDNJ_00027	CDS	969	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
CELBCDNJ_00028	CDS	1530	dppA_1		COG0747	Periplasmic dipeptide transport protein
CELBCDNJ_00029	CDS	762				hypothetical protein
CELBCDNJ_00030	CDS	1077	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
CELBCDNJ_00031	CDS	1050				hypothetical protein
CELBCDNJ_00032	CDS	1878				hypothetical protein
CELBCDNJ_00033	CDS	1467	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
CELBCDNJ_00034	CDS	1218	betI_1			HTH-type transcriptional regulator BetI
CELBCDNJ_00035	CDS	1527				hypothetical protein
CELBCDNJ_00036	CDS	966	mdtA_1			Multidrug resistance protein MdtA
CELBCDNJ_00037	CDS	3210	mdtC_1			Multidrug resistance protein MdtC
CELBCDNJ_00038	CDS	297				hypothetical protein
CELBCDNJ_00039	CDS	1122				hypothetical protein
CELBCDNJ_00040	CDS	1092				hypothetical protein
CELBCDNJ_00041	CDS	1377	yeeO		COG0534	putative FMN/FAD exporter YeeO
CELBCDNJ_00042	CDS	1074				hypothetical protein
CELBCDNJ_00043	CDS	1236	msmE_1		COG1653	Multiple sugar-binding protein
CELBCDNJ_00044	CDS	876	melD_1		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
CELBCDNJ_00045	CDS	831	melC_1		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
CELBCDNJ_00046	CDS	2025				hypothetical protein
CELBCDNJ_00047	CDS	870				hypothetical protein
CELBCDNJ_00048	CDS	1338	yhdG		COG0531	putative amino acid permease YhdG
CELBCDNJ_00049	CDS	1917				hypothetical protein
CELBCDNJ_00050	CDS	645	dck	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
CELBCDNJ_00051	CDS	1152	araR_1		COG1609	Arabinose metabolism transcriptional repressor
CELBCDNJ_00052	CDS	954	thpA		COG1879	D-threitol-binding protein
CELBCDNJ_00053	CDS	1533	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
CELBCDNJ_00054	CDS	969	rbsC_1		COG1172	Ribose import permease protein RbsC
CELBCDNJ_00055	CDS	1422	xylB_1	2.7.1.17	COG1070	Xylulose kinase
CELBCDNJ_00056	CDS	918				hypothetical protein
CELBCDNJ_00057	CDS	1800				hypothetical protein
CELBCDNJ_00058	CDS	1767	pyk	2.7.1.40		Pyruvate kinase
CELBCDNJ_00059	CDS	303	sufT			Fe-S protein maturation auxiliary factor SufT
CELBCDNJ_00060	CDS	807	sufC_1		COG0396	Vegetative protein 296
CELBCDNJ_00061	CDS	1419				hypothetical protein
CELBCDNJ_00062	CDS	1290				hypothetical protein
CELBCDNJ_00063	CDS	1290	sufS_1	2.8.1.7	COG0520	Cysteine desulfurase SufS
CELBCDNJ_00064	CDS	465	sufU_1	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
CELBCDNJ_00065	CDS	1008	cytR_1		COG1609	HTH-type transcriptional repressor CytR
CELBCDNJ_00066	CDS	903	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
CELBCDNJ_00067	CDS	966				hypothetical protein
CELBCDNJ_00068	CDS	447				hypothetical protein
CELBCDNJ_00069	CDS	1512				hypothetical protein
CELBCDNJ_00070	CDS	1011	dhaK-2	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase 2, dihydroxyacetone-binding subunit DhaK
CELBCDNJ_00071	CDS	639	dhaL_1	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
CELBCDNJ_00072	CDS	561				hypothetical protein
CELBCDNJ_00073	CDS	855				hypothetical protein
CELBCDNJ_00074	CDS	975	ligJ	4.2.1.-		2-keto-4-carboxy-3-hexenedioate hydratase
CELBCDNJ_00075	CDS	951				hypothetical protein
CELBCDNJ_00076	CDS	585				hypothetical protein
CELBCDNJ_00077	CDS	150				hypothetical protein
CELBCDNJ_00078	CDS	567				hypothetical protein
CELBCDNJ_00079	CDS	1341	tvaII	3.2.1.135		Neopullulanase 2
CELBCDNJ_00080	CDS	582				hypothetical protein
