locus_tag	ftype	length_bp	gene	EC_number	COG	product
NAHKMHOG_00001	CDS	1428	dnaA		COG0593	Chromosomal replication initiator protein DnaA
NAHKMHOG_00002	CDS	777				hypothetical protein
NAHKMHOG_00003	CDS	1005		3.6.-.-	COG1703	putative GTPase
NAHKMHOG_00004	CDS	408				hypothetical protein
NAHKMHOG_00005	CDS	537				hypothetical protein
NAHKMHOG_00006	CDS	669				hypothetical protein
NAHKMHOG_00007	CDS	465				hypothetical protein
NAHKMHOG_00008	CDS	399				hypothetical protein
NAHKMHOG_00009	CDS	822	dat	2.6.1.21		D-alanine aminotransferase
NAHKMHOG_00010	CDS	435				hypothetical protein
NAHKMHOG_00011	CDS	1227				hypothetical protein
NAHKMHOG_00012	CDS	636	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
NAHKMHOG_00013	CDS	1176	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
NAHKMHOG_00014	CDS	3438	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
NAHKMHOG_00015	CDS	882	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
NAHKMHOG_00016	CDS	609				hypothetical protein
NAHKMHOG_00017	CDS	768				hypothetical protein
NAHKMHOG_00018	CDS	672	yiaD		COG2885	putative lipoprotein YiaD
NAHKMHOG_00019	CDS	666				hypothetical protein
NAHKMHOG_00020	CDS	1560	rny	3.1.-.-	COG1418	Ribonuclease Y
NAHKMHOG_00021	CDS	285				hypothetical protein
NAHKMHOG_00022	CDS	285				hypothetical protein
NAHKMHOG_00023	CDS	2412	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
NAHKMHOG_00024	CDS	618				hypothetical protein
NAHKMHOG_00025	CDS	1269	xerC_1			Tyrosine recombinase XerC
NAHKMHOG_00026	CDS	984	xerC_2			Tyrosine recombinase XerC
NAHKMHOG_00027	CDS	1014	xerD_1		COG4974	Tyrosine recombinase XerD
NAHKMHOG_00028	CDS	564				hypothetical protein
NAHKMHOG_00029	CDS	255	rpsT		COG0268	30S ribosomal protein S20
NAHKMHOG_00030	CDS	951				hypothetical protein
NAHKMHOG_00031	CDS	1311	dapL_1	2.6.1.83		LL-diaminopimelate aminotransferase
NAHKMHOG_00032	CDS	93				hypothetical protein
NAHKMHOG_00033	CDS	1680	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
NAHKMHOG_00034	CDS	1293				hypothetical protein
NAHKMHOG_00035	CDS	222				hypothetical protein
NAHKMHOG_00036	CDS	738	btsR_1		COG3279	Transcriptional regulatory protein BtsR
NAHKMHOG_00037	CDS	1044				hypothetical protein
NAHKMHOG_00038	CDS	801				hypothetical protein
NAHKMHOG_00039	CDS	168				hypothetical protein
NAHKMHOG_00040	CDS	678	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
NAHKMHOG_00041	CDS	1050	queA_1	2.4.99.17		S-adenosylmethionine:tRNA ribosyltransferase-isomerase
NAHKMHOG_00042	CDS	1248	macB_1	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
NAHKMHOG_00043	CDS	1029	recA			Protein RecA
NAHKMHOG_00044	CDS	789				hypothetical protein
NAHKMHOG_00045	CDS	690	walR_1		COG0745	Transcriptional regulatory protein WalR
NAHKMHOG_00046	CDS	1059	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
NAHKMHOG_00047	CDS	708	rluC_1	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
NAHKMHOG_00048	CDS	444	rplM		COG0102	50S ribosomal protein L13
NAHKMHOG_00049	CDS	387	rpsI		COG0103	30S ribosomal protein S9
NAHKMHOG_00050	CDS	762	rpsB		COG0052	30S ribosomal protein S2
NAHKMHOG_00051	CDS	831	tsf		COG0264	Elongation factor Ts
NAHKMHOG_00052	CDS	1299	pepP_1	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
NAHKMHOG_00053	CDS	840	valG	2.4.1.338	COG0463	Validoxylamine A glucosyltransferase
NAHKMHOG_00054	CDS	1230		3.4.24.-	COG0612	putative zinc protease
