locus_tag	ftype	length_bp	gene	EC_number	COG	product
OLKNIBID_00001	CDS	1620				hypothetical protein
OLKNIBID_00002	CDS	774				hypothetical protein
OLKNIBID_00003	CDS	930				hypothetical protein
OLKNIBID_00004	CDS	5829				hypothetical protein
OLKNIBID_00005	CDS	858				hypothetical protein
OLKNIBID_00006	CDS	393				hypothetical protein
OLKNIBID_00007	CDS	471				hypothetical protein
OLKNIBID_00008	CDS	303				hypothetical protein
OLKNIBID_00009	CDS	5523				hypothetical protein
OLKNIBID_00010	CDS	378				hypothetical protein
OLKNIBID_00011	CDS	243				hypothetical protein
OLKNIBID_00012	CDS	192				hypothetical protein
OLKNIBID_00013	CDS	330				hypothetical protein
OLKNIBID_00014	CDS	2124				hypothetical protein
OLKNIBID_00015	CDS	480	ftnA	1.16.3.2		Bacterial non-heme ferritin
OLKNIBID_00016	CDS	1863				hypothetical protein
OLKNIBID_00017	CDS	315				hypothetical protein
OLKNIBID_00018	CDS	327				hypothetical protein
OLKNIBID_00019	CDS	963	bioB_1	2.8.1.6	COG0502	Biotin synthase
OLKNIBID_00020	CDS	735	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
OLKNIBID_00021	CDS	1167	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
OLKNIBID_00022	CDS	753	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
OLKNIBID_00023	CDS	852	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
OLKNIBID_00024	CDS	1374	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
OLKNIBID_00025	CDS	441	pabB_1	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
OLKNIBID_00026	CDS	297	pabB_2	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
OLKNIBID_00027	CDS	147				hypothetical protein
OLKNIBID_00028	CDS	135				hypothetical protein
OLKNIBID_00029	CDS	396				hypothetical protein
OLKNIBID_00030	CDS	1011				hypothetical protein
OLKNIBID_00031	CDS	639				hypothetical protein
OLKNIBID_00032	CDS	711	vte5	2.7.1.182		Phytol kinase
OLKNIBID_00033	CDS	624				hypothetical protein
OLKNIBID_00034	CDS	1773	manA	3.2.1.78	COG4124	Mannan endo-1,4-beta-mannosidase
OLKNIBID_00035	CDS	2667	GFM1			Elongation factor G, mitochondrial
OLKNIBID_00036	CDS	660				hypothetical protein
OLKNIBID_00037	CDS	705	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
OLKNIBID_00038	CDS	1629	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
OLKNIBID_00039	CDS	429	hspA		COG0071	Spore protein SP21
OLKNIBID_00040	CDS	255	cheW_1		COG0835	Chemotaxis protein CheW
OLKNIBID_00041	CDS	1872				hypothetical protein
OLKNIBID_00042	CDS	2664	celI_1	3.2.1.4		Endoglucanase 1
OLKNIBID_00043	CDS	435				hypothetical protein
OLKNIBID_00044	CDS	1203	der_1			GTPase Der
OLKNIBID_00045	CDS	2229	celI_2	3.2.1.4		Endoglucanase 1
OLKNIBID_00046	CDS	1602				hypothetical protein
OLKNIBID_00047	CDS	810				hypothetical protein
OLKNIBID_00048	CDS	2703				hypothetical protein
OLKNIBID_00049	CDS	810				hypothetical protein
OLKNIBID_00050	CDS	810				hypothetical protein
OLKNIBID_00051	CDS	663				hypothetical protein
OLKNIBID_00052	CDS	960				hypothetical protein
OLKNIBID_00053	CDS	1260				hypothetical protein
OLKNIBID_00054	CDS	1260				hypothetical protein
OLKNIBID_00055	CDS	2385				hypothetical protein
OLKNIBID_00056	CDS	2190				hypothetical protein
OLKNIBID_00057	CDS	219				hypothetical protein
OLKNIBID_00058	CDS	537				hypothetical protein
OLKNIBID_00059	CDS	13881				hypothetical protein
OLKNIBID_00060	CDS	633				hypothetical protein
OLKNIBID_00061	CDS	771	sigI1_1			RNA polymerase sigma factor SigI1
OLKNIBID_00062	CDS	1461	rsgI1			Anti-sigma-I factor RsgI1
OLKNIBID_00063	CDS	504				hypothetical protein
OLKNIBID_00064	CDS	549	bioY		COG1268	putative biotin transporter BioY
OLKNIBID_00065	CDS	1890	ltaS2_1		COG1368	Lipoteichoic acid synthase 2
OLKNIBID_00066	CDS	336				hypothetical protein
OLKNIBID_00067	CDS	957				hypothetical protein
OLKNIBID_00068	CDS	339	ytrH			Sporulation membrane protein YtrH
OLKNIBID_00069	CDS	477				hypothetical protein
OLKNIBID_00070	CDS	726	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
OLKNIBID_00071	CDS	612	ppiB	5.2.1.8	COG0652	putative peptidyl-prolyl cis-trans isomerase
OLKNIBID_00072	CDS	1023	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
OLKNIBID_00073	CDS	1395	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
OLKNIBID_00074	CDS	2817				hypothetical protein
OLKNIBID_00075	CDS	486				hypothetical protein
OLKNIBID_00076	CDS	966				hypothetical protein
OLKNIBID_00077	CDS	162				hypothetical protein
OLKNIBID_00078	CDS	687				hypothetical protein
OLKNIBID_00079	CDS	390				hypothetical protein
OLKNIBID_00080	CDS	384				hypothetical protein
OLKNIBID_00081	CDS	207				hypothetical protein
OLKNIBID_00082	CDS	516				hypothetical protein
OLKNIBID_00083	CDS	432	cheW_2		COG0835	Chemotaxis protein CheW
OLKNIBID_00084	CDS	1206	argJ			Arginine biosynthesis bifunctional protein ArgJ
OLKNIBID_00085	CDS	2448	lon1	3.4.21.53	COG0466	Lon protease 1
OLKNIBID_00086	CDS	1680				hypothetical protein
OLKNIBID_00087	CDS	546				hypothetical protein
OLKNIBID_00088	CDS	633	mecB		COG4862	Adapter protein MecA 2
OLKNIBID_00089	CDS	885				hypothetical protein
OLKNIBID_00090	CDS	603	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
OLKNIBID_00091	CDS	1023	mreB_1		COG1077	Cell shape-determining protein MreB
OLKNIBID_00092	CDS	864				hypothetical protein
OLKNIBID_00093	CDS	531				hypothetical protein
OLKNIBID_00094	CDS	2130	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
OLKNIBID_00095	CDS	684	minC		COG0850	Septum site-determining protein MinC
OLKNIBID_00096	CDS	801	minD		COG2894	Septum site-determining protein MinD
OLKNIBID_00097	CDS	285	minE			Cell division topological specificity factor
OLKNIBID_00098	CDS	396	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
OLKNIBID_00099	CDS	264				hypothetical protein
OLKNIBID_00100	CDS	876				hypothetical protein
OLKNIBID_00101	CDS	762				hypothetical protein
OLKNIBID_00102	CDS	876	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
OLKNIBID_00103	CDS	783				hypothetical protein
OLKNIBID_00104	CDS	1170	adh2	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
OLKNIBID_00105	CDS	657	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
OLKNIBID_00106	CDS	393				hypothetical protein
OLKNIBID_00107	CDS	1107	ribD		COG0117	Riboflavin biosynthesis protein RibD
OLKNIBID_00108	CDS	657	ribE	2.5.1.9	COG0307	Riboflavin synthase
OLKNIBID_00109	CDS	1242	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
OLKNIBID_00110	CDS	468	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
OLKNIBID_00111	CDS	642				hypothetical protein
OLKNIBID_00112	tRNA	75				tRNA-Gly(gcc)
OLKNIBID_00113	tRNA	74				tRNA-Gly(tcc)
OLKNIBID_00114	CDS	318				hypothetical protein
OLKNIBID_00115	CDS	957	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
OLKNIBID_00116	CDS	726	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
OLKNIBID_00117	CDS	915	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
OLKNIBID_00118	CDS	876				Nucleotide-binding protein
OLKNIBID_00119	CDS	1320				Gluconeogenesis factor
OLKNIBID_00120	CDS	1980				hypothetical protein
OLKNIBID_00121	CDS	954	whiA		COG1481	putative cell division protein WhiA
OLKNIBID_00122	CDS	267	crh_1		COG1925	HPr-like protein Crh
OLKNIBID_00123	CDS	336	spoIIAA_1		COG1366	Anti-sigma F factor antagonist
OLKNIBID_00124	CDS	450	spoIIAB_1	2.7.11.1		Anti-sigma F factor
OLKNIBID_00125	CDS	747	sigF		COG1191	RNA polymerase sigma-F factor
OLKNIBID_00126	CDS	189				hypothetical protein
OLKNIBID_00127	CDS	444				hypothetical protein
OLKNIBID_00128	CDS	1023	spoVAD			Stage V sporulation protein AD
OLKNIBID_00129	CDS	372				hypothetical protein
OLKNIBID_00130	CDS	579				hypothetical protein
OLKNIBID_00131	CDS	465	cheX_1	3.-.-.-	COG1406	CheY-P phosphatase CheX
OLKNIBID_00132	CDS	495	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
OLKNIBID_00133	CDS	1044			COG2826	IS30 family transposase ISCth2
OLKNIBID_00134	CDS	1518				hypothetical protein
OLKNIBID_00135	CDS	1035	fabH_1	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
OLKNIBID_00136	CDS	246	acpP_1			Acyl carrier protein
OLKNIBID_00137	CDS	1038	fabH_2	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
OLKNIBID_00138	CDS	1485	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
OLKNIBID_00139	CDS	972				hypothetical protein
OLKNIBID_00140	CDS	8265				hypothetical protein
OLKNIBID_00141	CDS	726				hypothetical protein
OLKNIBID_00142	CDS	1011	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
OLKNIBID_00143	CDS	1194	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
OLKNIBID_00144	CDS	756	tpiA	5.3.1.1		Triosephosphate isomerase
OLKNIBID_00145	CDS	1536	gpmI_1	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
OLKNIBID_00146	CDS	1044			COG2826	IS30 family transposase ISCth2
OLKNIBID_00147	CDS	1638				hypothetical protein
OLKNIBID_00148	CDS	1302	eno	4.2.1.11	COG0148	Enolase
OLKNIBID_00149	CDS	240	secG		COG1314	putative protein-export membrane protein SecG
OLKNIBID_00150	CDS	552				hypothetical protein
OLKNIBID_00151	CDS	2274	rnr	3.1.13.1	COG0557	Ribonuclease R
OLKNIBID_00152	CDS	402				hypothetical protein
OLKNIBID_00153	CDS	1224				IS256 family transposase ISCth4
OLKNIBID_00154	CDS	258				hypothetical protein
OLKNIBID_00155	CDS	1305	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
OLKNIBID_00156	CDS	273				hypothetical protein
OLKNIBID_00157	CDS	948	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
OLKNIBID_00158	CDS	426	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
OLKNIBID_00159	CDS	291				hypothetical protein
OLKNIBID_00160	CDS	1062				hypothetical protein
OLKNIBID_00161	CDS	1842				hypothetical protein
OLKNIBID_00162	CDS	840				hypothetical protein
OLKNIBID_00163	CDS	1494	rng	3.1.26.-	COG1530	Ribonuclease G
OLKNIBID_00164	CDS	1044			COG2826	IS30 family transposase ISCth2
OLKNIBID_00165	CDS	312	rplU		COG0261	50S ribosomal protein L21
OLKNIBID_00166	CDS	342				hypothetical protein
OLKNIBID_00167	CDS	279	rpmA		COG0211	50S ribosomal protein L27
OLKNIBID_00168	CDS	1275	obg	3.6.5.-	COG0536	GTPase Obg
OLKNIBID_00169	CDS	225				hypothetical protein
OLKNIBID_00170	CDS	291	yhbY		COG1534	RNA-binding protein YhbY
OLKNIBID_00171	CDS	558				hypothetical protein
OLKNIBID_00172	CDS	681	queG	1.17.99.6		Epoxyqueuosine reductase
OLKNIBID_00173	CDS	369				hypothetical protein
OLKNIBID_00174	CDS	471				hypothetical protein
OLKNIBID_00175	CDS	1083				hypothetical protein
OLKNIBID_00176	CDS	453				hypothetical protein
