locus_tag	ftype	length_bp	gene	EC_number	COG	product
DJOEEELM_00001	CDS	1356	dnaA		COG0593	Chromosomal replication initiator protein DnaA
DJOEEELM_00002	CDS	1137	dnaN		COG0592	Beta sliding clamp
DJOEEELM_00003	CDS	198				hypothetical protein
DJOEEELM_00004	CDS	1116	ychF		COG0012	Ribosome-binding ATPase YchF
DJOEEELM_00005	CDS	570	pth	3.1.1.29		Peptidyl-tRNA hydrolase
DJOEEELM_00006	CDS	3504	mfd	3.6.4.-		Transcription-repair-coupling factor
DJOEEELM_00007	CDS	273				hypothetical protein
DJOEEELM_00008	CDS	372				hypothetical protein
DJOEEELM_00009	CDS	126				hypothetical protein
DJOEEELM_00010	CDS	1287				hypothetical protein
DJOEEELM_00011	CDS	1287	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
DJOEEELM_00012	CDS	543	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
DJOEEELM_00013	CDS	1980	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
DJOEEELM_00014	CDS	1461	yhdG		COG0531	putative amino acid permease YhdG
DJOEEELM_00015	rRNA	1545				16S ribosomal RNA
DJOEEELM_00016	tRNA	76				tRNA-Ala(tgc)
DJOEEELM_00017	rRNA	2898				23S ribosomal RNA
DJOEEELM_00018	rRNA	110				5S ribosomal RNA
DJOEEELM_00019	tRNA	75				tRNA-Val(tac)
DJOEEELM_00020	tRNA	73				tRNA-Asp(gtc)
DJOEEELM_00021	tRNA	73				tRNA-Lys(ttt)
DJOEEELM_00022	tRNA	82				tRNA-Leu(tag)
DJOEEELM_00023	tRNA	73				tRNA-Thr(tgt)
DJOEEELM_00024	tRNA	72				tRNA-Gly(gcc)
DJOEEELM_00025	tRNA	85				tRNA-Leu(taa)
DJOEEELM_00026	tRNA	74				tRNA-Arg(acg)
DJOEEELM_00027	tRNA	76				tRNA-Pro(tgg)
DJOEEELM_00028	rRNA	1545				16S ribosomal RNA
DJOEEELM_00029	tRNA	76				tRNA-Ala(tgc)
DJOEEELM_00030	rRNA	2898				23S ribosomal RNA
DJOEEELM_00031	rRNA	110				5S ribosomal RNA
DJOEEELM_00032	tRNA	75				tRNA-Val(tac)
DJOEEELM_00033	tRNA	73				tRNA-Gly(tcc)
DJOEEELM_00034	tRNA	76				tRNA-Ile(gat)
DJOEEELM_00035	tRNA	73				tRNA-Glu(ttc)
DJOEEELM_00036	tRNA	90				tRNA-Ser(tga)
DJOEEELM_00037	tRNA	76				tRNA-Met(cat)
DJOEEELM_00038	tRNA	75				tRNA-Phe(gaa)
DJOEEELM_00039	tRNA	71				tRNA-Gly(tcc)
DJOEEELM_00040	tRNA	76				tRNA-Ile(gat)
DJOEEELM_00041	tRNA	90				tRNA-Ser(gct)
DJOEEELM_00042	CDS	1197				hypothetical protein
DJOEEELM_00043	CDS	963	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
DJOEEELM_00044	CDS	756	recO		COG1381	DNA repair protein RecO
DJOEEELM_00045	CDS	1008	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
DJOEEELM_00046	CDS	243	acpP_1		COG0236	Acyl carrier protein
DJOEEELM_00047	CDS	735	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
DJOEEELM_00048	CDS	3774	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
DJOEEELM_00049	CDS	1455	purF	2.4.2.14		Amidophosphoribosyltransferase
DJOEEELM_00050	CDS	1023	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
DJOEEELM_00051	CDS	555	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
DJOEEELM_00052	CDS	1548	purH			Bifunctional purine biosynthesis protein PurH
DJOEEELM_00053	CDS	1125				hypothetical protein
DJOEEELM_00054	CDS	1266	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
DJOEEELM_00055	CDS	612	purE	5.4.99.18		N5-carboxyaminoimidazole ribonucleotide mutase
DJOEEELM_00056	CDS	1077	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
DJOEEELM_00057	CDS	1644				hypothetical protein
DJOEEELM_00058	CDS	1293	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
DJOEEELM_00059	CDS	912				hypothetical protein
DJOEEELM_00060	CDS	96				hypothetical protein
DJOEEELM_00061	CDS	999	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
DJOEEELM_00062	CDS	438	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
DJOEEELM_00063	CDS	402				hypothetical protein
DJOEEELM_00064	CDS	1776	oatA	2.3.1.-		O-acetyltransferase OatA
DJOEEELM_00065	CDS	2643	adhE		COG1012	Aldehyde-alcohol dehydrogenase
DJOEEELM_00066	CDS	108				hypothetical protein
DJOEEELM_00067	CDS	1017	adhA	1.1.1.1		Alcohol dehydrogenase 1
DJOEEELM_00068	CDS	1293	yeeO		COG0534	putative FMN/FAD exporter YeeO
DJOEEELM_00069	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
DJOEEELM_00070	CDS	627	rplC		COG0087	50S ribosomal protein L3
DJOEEELM_00071	CDS	624	rplD		COG0088	50S ribosomal protein L4
DJOEEELM_00072	CDS	297	rplW		COG0089	50S ribosomal protein L23
DJOEEELM_00073	CDS	834	rplB		COG0090	50S ribosomal protein L2
DJOEEELM_00074	CDS	279	rpsS		COG0185	30S ribosomal protein S19
DJOEEELM_00075	CDS	345	rplV		COG0091	50S ribosomal protein L22
DJOEEELM_00076	CDS	654	rpsC		COG0092	30S ribosomal protein S3
DJOEEELM_00077	CDS	414	rplP		COG0197	50S ribosomal protein L16
DJOEEELM_00078	CDS	207	rpmC		COG0255	50S ribosomal protein L29
DJOEEELM_00079	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
DJOEEELM_00080	CDS	369	rplN		COG0093	50S ribosomal protein L14
DJOEEELM_00081	CDS	306	rplX		COG0198	50S ribosomal protein L24
DJOEEELM_00082	CDS	543	rplE		COG0094	50S ribosomal protein L5
DJOEEELM_00083	CDS	171	rpsZ		COG0199	30S ribosomal protein S14 type Z
DJOEEELM_00084	CDS	399	rpsH			30S ribosomal protein S8
DJOEEELM_00085	CDS	537	rplF		COG0097	50S ribosomal protein L6
DJOEEELM_00086	CDS	357	rplR		COG0256	50S ribosomal protein L18
DJOEEELM_00087	CDS	495	rpsE			30S ribosomal protein S5
DJOEEELM_00088	CDS	183	rpmD		COG1841	50S ribosomal protein L30
DJOEEELM_00089	CDS	441	rplO			50S ribosomal protein L15
DJOEEELM_00090	CDS	1305	secY			Protein translocase subunit SecY
