locus_tag	ftype	length_bp	gene	EC_number	COG	product
HMBHHBJK_00001	CDS	1461	dnaA		COG0593	Chromosomal replication initiator protein DnaA
HMBHHBJK_00002	CDS	1104	dnaN		COG0592	Beta sliding clamp
HMBHHBJK_00003	CDS	1113	recF_1		COG1195	DNA replication and repair protein RecF
HMBHHBJK_00004	CDS	2415	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
HMBHHBJK_00005	CDS	1563	ahpF_1	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
HMBHHBJK_00006	CDS	1371	dosC	2.7.7.65		Diguanylate cyclase DosC
HMBHHBJK_00007	CDS	750				hypothetical protein
HMBHHBJK_00008	CDS	579	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
HMBHHBJK_00009	CDS	2055	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
HMBHHBJK_00010	CDS	948	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
HMBHHBJK_00011	CDS	558	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
HMBHHBJK_00012	CDS	888	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
HMBHHBJK_00013	CDS	267				hypothetical protein
HMBHHBJK_00014	CDS	318				hypothetical protein
HMBHHBJK_00015	CDS	840	glnQ			Glutamine transport ATP-binding protein GlnQ
HMBHHBJK_00016	CDS	660	yecS_1		COG0765	L-cystine transport system permease protein YecS
HMBHHBJK_00017	CDS	660	yecS_2		COG0765	L-cystine transport system permease protein YecS
HMBHHBJK_00018	CDS	858			COG0834	putative amino-acid ABC transporter-binding protein
HMBHHBJK_00019	CDS	1374	trkA		COG0569	Trk system potassium uptake protein TrkA
HMBHHBJK_00020	CDS	1323	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
HMBHHBJK_00021	CDS	945	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
HMBHHBJK_00022	CDS	507	def	3.5.1.88	COG0242	Peptide deformylase
HMBHHBJK_00023	CDS	1026				hypothetical protein
HMBHHBJK_00024	CDS	1098				hypothetical protein
HMBHHBJK_00025	CDS	558	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
HMBHHBJK_00026	CDS	978	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
HMBHHBJK_00027	CDS	921	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
HMBHHBJK_00028	CDS	813	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
HMBHHBJK_00029	CDS	612				hypothetical protein
HMBHHBJK_00030	CDS	306				hypothetical protein
HMBHHBJK_00031	CDS	939	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
HMBHHBJK_00032	CDS	402				hypothetical protein
HMBHHBJK_00033	CDS	2049	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
HMBHHBJK_00034	CDS	1518				hypothetical protein
HMBHHBJK_00035	CDS	1704				hypothetical protein
HMBHHBJK_00036	CDS	2070				hypothetical protein
HMBHHBJK_00037	CDS	606				hypothetical protein
HMBHHBJK_00038	CDS	774	metQ		COG1464	D-methionine-binding lipoprotein MetQ
HMBHHBJK_00039	CDS	678	metP		COG2011	Methionine import system permease protein MetP
HMBHHBJK_00040	CDS	1008	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
HMBHHBJK_00041	CDS	2136	katE	1.11.1.6	COG0753	Catalase HPII
HMBHHBJK_00042	CDS	498	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
HMBHHBJK_00043	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
HMBHHBJK_00044	CDS	771	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
HMBHHBJK_00045	CDS	486	zur		COG0735	Zinc uptake regulation protein
HMBHHBJK_00046	CDS	993	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
HMBHHBJK_00047	CDS	1320	bauA	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
HMBHHBJK_00048	CDS	1494	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
HMBHHBJK_00049	CDS	1404				hypothetical protein
HMBHHBJK_00050	CDS	1125				hypothetical protein
HMBHHBJK_00051	CDS	1137	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
HMBHHBJK_00052	CDS	390	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
HMBHHBJK_00053	CDS	2907	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
HMBHHBJK_00054	CDS	1641	rssB_1			Regulator of RpoS
HMBHHBJK_00055	CDS	390	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
HMBHHBJK_00056	CDS	2412	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
HMBHHBJK_00057	CDS	387	cseB		COG0745	Transcriptional regulatory protein CseB
HMBHHBJK_00058	CDS	2979	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
HMBHHBJK_00059	CDS	1191				hypothetical protein
HMBHHBJK_00060	CDS	999				hypothetical protein
HMBHHBJK_00061	CDS	405				hypothetical protein
HMBHHBJK_00062	CDS	1107	aguA	3.5.3.12	COG2957	Agmatine deiminase
HMBHHBJK_00063	CDS	882		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
HMBHHBJK_00064	CDS	651				hypothetical protein
HMBHHBJK_00065	CDS	1374	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
HMBHHBJK_00066	CDS	747	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
HMBHHBJK_00067	CDS	1359	puuA_2	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
HMBHHBJK_00068	CDS	1359	spuC	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
HMBHHBJK_00069	CDS	1098	spuD		COG0687	Putrescine-binding periplasmic protein SpuD
HMBHHBJK_00070	CDS	1086	spuE_1		COG0687	Spermidine-binding periplasmic protein SpuE
HMBHHBJK_00071	CDS	1152	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HMBHHBJK_00072	CDS	897	potH		COG1176	Putrescine transport system permease protein PotH
HMBHHBJK_00073	CDS	903	ydcV			Inner membrane ABC transporter permease protein YdcV
HMBHHBJK_00074	CDS	570				hypothetical protein
HMBHHBJK_00075	CDS	939	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HMBHHBJK_00076	CDS	765				hypothetical protein
HMBHHBJK_00077	CDS	609				hypothetical protein
HMBHHBJK_00078	CDS	1281	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
HMBHHBJK_00079	CDS	630	dctQ		COG3090	C4-dicarboxylate TRAP transporter small permease protein DctQ
HMBHHBJK_00080	CDS	996	dctP_1		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
HMBHHBJK_00081	CDS	1395	dctD_1			C4-dicarboxylate transport transcriptional regulatory protein DctD
HMBHHBJK_00082	CDS	1806	dctB_1	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
HMBHHBJK_00083	CDS	915	rfbD_1	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
HMBHHBJK_00084	CDS	546	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
HMBHHBJK_00085	CDS	873	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
HMBHHBJK_00086	CDS	1071	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
HMBHHBJK_00087	CDS	1116	yhhJ_1		COG0842	Inner membrane transport permease YhhJ
HMBHHBJK_00088	CDS	2739	rbbA_1		COG0842	Ribosome-associated ATPase
HMBHHBJK_00089	CDS	1077				hypothetical protein
HMBHHBJK_00090	CDS	621				hypothetical protein
HMBHHBJK_00091	CDS	939				hypothetical protein
HMBHHBJK_00092	CDS	786	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
HMBHHBJK_00093	CDS	1089				hypothetical protein
HMBHHBJK_00094	CDS	1137				hypothetical protein
HMBHHBJK_00095	CDS	1872				hypothetical protein
HMBHHBJK_00096	tRNA	77				tRNA-Arg(ccg)
HMBHHBJK_00097	CDS	702				hypothetical protein
HMBHHBJK_00098	CDS	465	cycA			Cytochrome c'
HMBHHBJK_00099	CDS	1449	davD_1	1.2.1.-	COG1012	Glutarate-semialdehyde dehydrogenase
HMBHHBJK_00100	CDS	1206				hypothetical protein
HMBHHBJK_00101	CDS	2106	fadJ_1		COG1024	Fatty acid oxidation complex subunit alpha
HMBHHBJK_00102	CDS	1197		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
HMBHHBJK_00103	CDS	1143		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
HMBHHBJK_00104	CDS	1359	exuT_1			Hexuronate transporter
HMBHHBJK_00105	CDS	885				hypothetical protein
HMBHHBJK_00106	CDS	579	bm3R1			HTH-type transcriptional repressor Bm3R1
HMBHHBJK_00107	CDS	786	tsaQ1			HTH-type transcriptional regulator TsaQ1/TsaQ2
