locus_tag	ftype	length_bp	gene	EC_number	COG	product
AEDCJBAP_00001	CDS	1410	dnaA		COG0593	Chromosomal replication initiator protein DnaA
AEDCJBAP_00002	CDS	207				hypothetical protein
AEDCJBAP_00003	CDS	483				hypothetical protein
AEDCJBAP_00004	CDS	912				hypothetical protein
AEDCJBAP_00005	CDS	678	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
AEDCJBAP_00006	CDS	1602	clpX_1			ATP-dependent Clp protease ATP-binding subunit ClpX
AEDCJBAP_00007	CDS	312	hup			DNA-binding protein HU
AEDCJBAP_00008	CDS	1326	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
AEDCJBAP_00009	CDS	453				hypothetical protein
AEDCJBAP_00010	CDS	357			COG1393	putative protein
AEDCJBAP_00011	CDS	660	mazG	3.6.1.1	COG1694	Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG
AEDCJBAP_00012	CDS	720				hypothetical protein
AEDCJBAP_00013	CDS	462				hypothetical protein
AEDCJBAP_00014	CDS	1908				hypothetical protein
AEDCJBAP_00015	CDS	1935	ctpV	7.2.2.8	COG2217	putative copper-exporting P-type ATPase V
AEDCJBAP_00016	CDS	204				hypothetical protein
AEDCJBAP_00017	CDS	654				hypothetical protein
AEDCJBAP_00018	CDS	3396				hypothetical protein
AEDCJBAP_00019	CDS	1500				hypothetical protein
AEDCJBAP_00020	CDS	531				hypothetical protein
AEDCJBAP_00021	CDS	654				hypothetical protein
AEDCJBAP_00022	CDS	1251				hypothetical protein
AEDCJBAP_00023	CDS	339				hypothetical protein
AEDCJBAP_00024	CDS	195				hypothetical protein
AEDCJBAP_00025	CDS	1482	ccoN1	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
AEDCJBAP_00026	CDS	660				hypothetical protein
AEDCJBAP_00027	CDS	687				hypothetical protein
AEDCJBAP_00028	CDS	936				hypothetical protein
AEDCJBAP_00029	CDS	402			COG3324	Putative glyoxylase CFP32
AEDCJBAP_00030	CDS	2220	katG	1.11.1.21	COG0376	Catalase-peroxidase
AEDCJBAP_00031	CDS	762				hypothetical protein
AEDCJBAP_00032	CDS	183				hypothetical protein
AEDCJBAP_00033	CDS	1581				hypothetical protein
AEDCJBAP_00034	CDS	657				hypothetical protein
AEDCJBAP_00035	CDS	402				hypothetical protein
AEDCJBAP_00036	CDS	645				hypothetical protein
AEDCJBAP_00037	CDS	1251				hypothetical protein
AEDCJBAP_00038	CDS	2529				hypothetical protein
AEDCJBAP_00039	CDS	654				hypothetical protein
AEDCJBAP_00040	CDS	1122	cshA_1	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
AEDCJBAP_00041	CDS	1044				hypothetical protein
AEDCJBAP_00042	CDS	537				hypothetical protein
AEDCJBAP_00043	CDS	1170				hypothetical protein
AEDCJBAP_00044	CDS	1143				hypothetical protein
AEDCJBAP_00045	CDS	726	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
AEDCJBAP_00046	CDS	1428	mdtA_1			Multidrug resistance protein MdtA
AEDCJBAP_00047	CDS	360				hypothetical protein
AEDCJBAP_00048	CDS	474				hypothetical protein
AEDCJBAP_00049	CDS	2769	acnB	4.2.1.3	COG1049	Aconitate hydratase B
AEDCJBAP_00050	CDS	174				hypothetical protein
AEDCJBAP_00051	CDS	351				hypothetical protein
AEDCJBAP_00052	CDS	792				hypothetical protein
AEDCJBAP_00053	CDS	540				hypothetical protein
AEDCJBAP_00054	CDS	963	dagA	3.2.1.81		Extracellular agarase
AEDCJBAP_00055	CDS	705				hypothetical protein
AEDCJBAP_00056	CDS	2817				hypothetical protein
AEDCJBAP_00057	CDS	2799				hypothetical protein
AEDCJBAP_00058	CDS	1845		3.2.1.178		Beta-porphyranase A
AEDCJBAP_00059	CDS	780	porA_1	3.2.1.178		Beta-porphyranase A
AEDCJBAP_00060	CDS	252				hypothetical protein
AEDCJBAP_00061	CDS	312				hypothetical protein
AEDCJBAP_00062	CDS	321	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
AEDCJBAP_00063	CDS	834				hypothetical protein
AEDCJBAP_00064	CDS	2430	napA	1.9.6.1		Periplasmic nitrate reductase
AEDCJBAP_00065	CDS	291				hypothetical protein
AEDCJBAP_00066	CDS	636				hypothetical protein
AEDCJBAP_00067	CDS	930				hypothetical protein
AEDCJBAP_00068	CDS	1257	qrcD			Menaquinone reductase, integral membrane subunit
AEDCJBAP_00069	CDS	453	nsrR_1			HTH-type transcriptional repressor NsrR
AEDCJBAP_00070	CDS	972				hypothetical protein
AEDCJBAP_00071	CDS	1254	porA_2	3.2.1.178		Beta-porphyranase A
AEDCJBAP_00072	CDS	915				hypothetical protein
AEDCJBAP_00073	CDS	603				hypothetical protein
AEDCJBAP_00074	CDS	1464				hypothetical protein
AEDCJBAP_00075	CDS	624				hypothetical protein
AEDCJBAP_00076	CDS	1443	yjmB		COG2211	putative symporter YjmB
AEDCJBAP_00077	CDS	1278	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
AEDCJBAP_00078	CDS	1899				hypothetical protein
AEDCJBAP_00079	CDS	1764				hypothetical protein
AEDCJBAP_00080	CDS	1083				hypothetical protein
AEDCJBAP_00081	CDS	1311	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
AEDCJBAP_00082	CDS	159				hypothetical protein
AEDCJBAP_00083	CDS	672				hypothetical protein
AEDCJBAP_00084	CDS	792	linC	1.1.1.-	COG1028	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase
AEDCJBAP_00085	CDS	1377				hypothetical protein
AEDCJBAP_00086	CDS	138				hypothetical protein
AEDCJBAP_00087	CDS	2424				hypothetical protein
AEDCJBAP_00088	CDS	744				hypothetical protein
AEDCJBAP_00089	CDS	354	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
AEDCJBAP_00090	CDS	987				hypothetical protein
AEDCJBAP_00091	CDS	2607				hypothetical protein
AEDCJBAP_00092	CDS	1323				hypothetical protein
AEDCJBAP_00093	CDS	597	mdaB_1	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
AEDCJBAP_00094	CDS	723				hypothetical protein
AEDCJBAP_00095	CDS	972				hypothetical protein
AEDCJBAP_00096	CDS	1737	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
AEDCJBAP_00097	CDS	1452	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
AEDCJBAP_00098	CDS	648				hypothetical protein
AEDCJBAP_00099	CDS	657				hypothetical protein
AEDCJBAP_00100	CDS	1059				hypothetical protein
AEDCJBAP_00101	CDS	483				hypothetical protein
AEDCJBAP_00102	CDS	3942				hypothetical protein
AEDCJBAP_00103	CDS	1329				hypothetical protein
AEDCJBAP_00104	CDS	873				hypothetical protein
AEDCJBAP_00105	CDS	1221				hypothetical protein
AEDCJBAP_00106	CDS	1614	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
AEDCJBAP_00107	CDS	2931				hypothetical protein
AEDCJBAP_00108	CDS	642	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
AEDCJBAP_00109	CDS	972	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
AEDCJBAP_00110	CDS	528				hypothetical protein
AEDCJBAP_00111	CDS	3603				hypothetical protein
AEDCJBAP_00112	CDS	567				hypothetical protein
AEDCJBAP_00113	CDS	279				hypothetical protein
AEDCJBAP_00114	CDS	204	cspA		COG1278	putative cold shock protein A
AEDCJBAP_00115	CDS	738				hypothetical protein
AEDCJBAP_00116	CDS	714				hypothetical protein
AEDCJBAP_00117	CDS	849				hypothetical protein
AEDCJBAP_00118	CDS	1380				hypothetical protein
AEDCJBAP_00119	CDS	2004				hypothetical protein
AEDCJBAP_00120	CDS	2463				hypothetical protein
AEDCJBAP_00121	CDS	219				hypothetical protein
AEDCJBAP_00122	CDS	4659				hypothetical protein
AEDCJBAP_00123	CDS	216				hypothetical protein
AEDCJBAP_00124	CDS	1200				hypothetical protein
AEDCJBAP_00125	CDS	486				hypothetical protein
